"workerid","proliferate.condition","block_sequence","exposure_condition","first_response_value","group","item_number","item_type","phase","response","sentence_id","test_condition","trial_sequence_total","wrong_attempts","time_in_minutes","error","phase2"
942,"condition1",5,"POLAR",NA,"control","125","UNGRAM","exposure",0.16,205,"SUBJ",18,NA,18.1542,NA,"exposure"
942,"condition1",5,"POLAR",NA,"control","6","POLAR","exposure",0.97,24,"SUBJ",19,NA,18.1542,NA,"exposure"
942,"condition1",5,"POLAR",NA,"control","108","FILL","exposure",0.98,188,"SUBJ",20,NA,18.1542,NA,"exposure"
942,"condition1",6,"POLAR",NA,"control","17","POLAR","exposure",0.97,68,"SUBJ",21,NA,18.1542,NA,"exposure"
942,"condition1",6,"POLAR",NA,"control","111","FILL","exposure",0.96,191,"SUBJ",22,NA,18.1542,NA,"exposure"
942,"condition1",6,"POLAR",NA,"control","117","UNGRAM","exposure",0.16,197,"SUBJ",23,NA,18.1542,NA,"exposure"
942,"condition1",6,"POLAR",NA,"control","19","POLAR","exposure",0.99,76,"SUBJ",24,NA,18.1542,NA,"exposure"
942,"condition1",101,"POLAR",NA,"control","20","SUBJ","test",0.96,79,"SUBJ",25,NA,18.1542,NA,"test"
942,"condition1",101,"POLAR",NA,"control","120","UNGRAM","test",0.03,200,"SUBJ",26,NA,18.1542,NA,"test"
942,"condition1",101,"POLAR",NA,"control","102","FILL","test",0.99,182,"SUBJ",27,NA,18.1542,NA,"test"
942,"condition1",101,"POLAR",NA,"control","18","SUBJ","test",0.76,71,"SUBJ",28,NA,18.1542,NA,"test"
942,"condition1",102,"POLAR",NA,"control","15","SUBJ","test",0.99,59,"SUBJ",29,NA,18.1542,NA,"test"
942,"condition1",102,"POLAR",NA,"control","16","SUBJ","test",0.97,63,"SUBJ",30,NA,18.1542,NA,"test"
942,"condition1",102,"POLAR",NA,"control","126","UNGRAM","test",0.21,206,"SUBJ",31,NA,18.1542,NA,"test"
942,"condition1",102,"POLAR",NA,"control","101","FILL","test",0.97,181,"SUBJ",32,NA,18.1542,NA,"test"
942,"condition1",103,"POLAR",NA,"control","104","FILL","test",0.98,184,"SUBJ",33,NA,18.1542,NA,"test"
942,"condition1",103,"POLAR",NA,"control","8","SUBJ","test",0.24,31,"SUBJ",34,NA,18.1542,NA,"test"
942,"condition1",103,"POLAR",NA,"control","118","UNGRAM","test",0.06,198,"SUBJ",35,NA,18.1542,NA,"test"
942,"condition1",103,"POLAR",NA,"control","12","SUBJ","test",0.96,47,"SUBJ",36,NA,18.1542,NA,"test"
942,"condition1",104,"POLAR",NA,"control","119","UNGRAM","test",0.96,199,"SUBJ",37,NA,18.1542,NA,"test"
942,"condition1",104,"POLAR",NA,"control","110","FILL","test",0.97,190,"SUBJ",38,NA,18.1542,NA,"test"
942,"condition1",104,"POLAR",NA,"control","4","SUBJ","test",0.98,15,"SUBJ",39,NA,18.1542,NA,"test"
942,"condition1",104,"POLAR",NA,"control","7","SUBJ","test",0.95,27,"SUBJ",40,NA,18.1542,NA,"test"
942,"condition1",105,"POLAR",NA,"control","2","SUBJ","test",0.22,7,"SUBJ",41,NA,18.1542,NA,"test"
942,"condition1",105,"POLAR",NA,"control","1","SUBJ","test",0.22,3,"SUBJ",42,NA,18.1542,NA,"test"
942,"condition1",105,"POLAR",NA,"control","103","FILL","test",0.97,183,"SUBJ",43,NA,18.1542,NA,"test"
942,"condition1",105,"POLAR",NA,"control","121","UNGRAM","test",0.99,201,"SUBJ",44,NA,18.1542,NA,"test"
920,"condition1",1,"POLAR",NA,"control","18","POLAR","exposure",0.83,72,"SUBJ",1,NA,5.84906666666667,NA,"pre-exposure"
920,"condition1",1,"POLAR",NA,"control","127","UNGRAM","exposure",0,207,"SUBJ",2,NA,5.84906666666667,NA,"pre-exposure"
920,"condition1",1,"POLAR",NA,"control","6","POLAR","exposure",0.82,24,"SUBJ",3,NA,5.84906666666667,NA,"pre-exposure"
920,"condition1",1,"POLAR",NA,"control","101","FILL","exposure",0.91,181,"SUBJ",4,NA,5.84906666666667,NA,"pre-exposure"
920,"condition1",2,"POLAR",NA,"control","104","FILL","exposure",0.79,184,"SUBJ",5,NA,5.84906666666667,NA,"pre-exposure"
920,"condition1",2,"POLAR",NA,"control","12","POLAR","exposure",0.89,48,"SUBJ",6,NA,5.84906666666667,NA,"pre-exposure"
920,"condition1",2,"POLAR",NA,"control","124","UNGRAM","exposure",0.12,204,"SUBJ",7,NA,5.84906666666667,NA,"exposure"
920,"condition1",2,"POLAR",NA,"control","20","POLAR","exposure",0.84,80,"SUBJ",8,NA,5.84906666666667,NA,"exposure"
920,"condition1",3,"POLAR",NA,"control","126","UNGRAM","exposure",0.08,206,"SUBJ",9,NA,5.84906666666667,NA,"exposure"
920,"condition1",3,"POLAR",NA,"control","110","FILL","exposure",0.91,190,"SUBJ",10,NA,5.84906666666667,NA,"exposure"
920,"condition1",3,"POLAR",NA,"control","8","POLAR","exposure",0.68,32,"SUBJ",11,NA,5.84906666666667,NA,"exposure"
920,"condition1",3,"POLAR",NA,"control","4","POLAR","exposure",0.82,16,"SUBJ",12,NA,5.84906666666667,NA,"exposure"
920,"condition1",4,"POLAR",NA,"control","9","POLAR","exposure",0.86,36,"SUBJ",13,NA,5.84906666666667,NA,"exposure"
920,"condition1",4,"POLAR",NA,"control","3","POLAR","exposure",0.86,12,"SUBJ",14,NA,5.84906666666667,NA,"exposure"
920,"condition1",4,"POLAR",NA,"control","120","UNGRAM","exposure",0.02,200,"SUBJ",15,NA,5.84906666666667,NA,"exposure"
920,"condition1",4,"POLAR",NA,"control","105","FILL","exposure",0.91,185,"SUBJ",16,NA,5.84906666666667,NA,"exposure"
920,"condition1",5,"POLAR",NA,"control","19","POLAR","exposure",0.87,76,"SUBJ",17,NA,5.84906666666667,NA,"exposure"
920,"condition1",5,"POLAR",NA,"control","122","UNGRAM","exposure",0.04,202,"SUBJ",18,NA,5.84906666666667,NA,"exposure"
920,"condition1",5,"POLAR",NA,"control","2","POLAR","exposure",0.88,8,"SUBJ",19,NA,5.84906666666667,NA,"exposure"
920,"condition1",5,"POLAR",NA,"control","109","FILL","exposure",0.88,189,"SUBJ",20,NA,5.84906666666667,NA,"exposure"
920,"condition1",6,"POLAR",NA,"control","106","FILL","exposure",0.85,186,"SUBJ",21,NA,5.84906666666667,NA,"exposure"
920,"condition1",6,"POLAR",NA,"control","119","UNGRAM","exposure",0.01,199,"SUBJ",22,NA,5.84906666666667,NA,"exposure"
920,"condition1",6,"POLAR",NA,"control","17","POLAR","exposure",0.82,68,"SUBJ",23,NA,5.84906666666667,NA,"exposure"
920,"condition1",6,"POLAR",NA,"control","7","POLAR","exposure",0.92,28,"SUBJ",24,NA,5.84906666666667,NA,"exposure"
920,"condition1",101,"POLAR",NA,"control","21","SUBJ","test",0.23,83,"SUBJ",25,NA,5.84906666666667,NA,"test"
920,"condition1",101,"POLAR",NA,"control","125","UNGRAM","test",0.03,205,"SUBJ",26,NA,5.84906666666667,NA,"test"
920,"condition1",101,"POLAR",NA,"control","107","FILL","test",0.82,187,"SUBJ",27,NA,5.84906666666667,NA,"test"
920,"condition1",101,"POLAR",NA,"control","22","SUBJ","test",0.26,87,"SUBJ",28,NA,5.84906666666667,NA,"test"
920,"condition1",102,"POLAR",NA,"control","103","FILL","test",0.84,183,"SUBJ",29,NA,5.84906666666667,NA,"test"
920,"condition1",102,"POLAR",NA,"control","121","UNGRAM","test",0.04,201,"SUBJ",30,NA,5.84906666666667,NA,"test"
920,"condition1",102,"POLAR",NA,"control","15","SUBJ","test",0.3,59,"SUBJ",31,NA,5.84906666666667,NA,"test"
920,"condition1",102,"POLAR",NA,"control","16","SUBJ","test",0.43,63,"SUBJ",32,NA,5.84906666666667,NA,"test"
920,"condition1",103,"POLAR",NA,"control","123","UNGRAM","test",0.02,203,"SUBJ",33,NA,5.84906666666667,NA,"test"
920,"condition1",103,"POLAR",NA,"control","102","FILL","test",0.86,182,"SUBJ",34,NA,5.84906666666667,NA,"test"
920,"condition1",103,"POLAR",NA,"control","13","SUBJ","test",0.52,51,"SUBJ",35,NA,5.84906666666667,NA,"test"
920,"condition1",103,"POLAR",NA,"control","14","SUBJ","test",0.31,55,"SUBJ",36,NA,5.84906666666667,NA,"test"
920,"condition1",104,"POLAR",NA,"control","108","FILL","test",0.9,188,"SUBJ",37,NA,5.84906666666667,NA,"test"
920,"condition1",104,"POLAR",NA,"control","10","SUBJ","test",0.58,39,"SUBJ",38,NA,5.84906666666667,NA,"test"
920,"condition1",104,"POLAR",NA,"control","11","SUBJ","test",0.62,43,"SUBJ",39,NA,5.84906666666667,NA,"test"
920,"condition1",104,"POLAR",NA,"control","117","UNGRAM","test",0.03,197,"SUBJ",40,NA,5.84906666666667,NA,"test"
920,"condition1",105,"POLAR",NA,"control","1","SUBJ","test",0.31,3,"SUBJ",41,NA,5.84906666666667,NA,"test"
920,"condition1",105,"POLAR",NA,"control","111","FILL","test",0.81,191,"SUBJ",42,NA,5.84906666666667,NA,"test"
920,"condition1",105,"POLAR",NA,"control","118","UNGRAM","test",0.02,198,"SUBJ",43,NA,5.84906666666667,NA,"test"
920,"condition1",105,"POLAR",NA,"control","5","SUBJ","test",0.68,19,"SUBJ",44,NA,5.84906666666667,NA,"test"
897,"condition1",1,"SUBJ",NA,"match","3","SUBJ","exposure",0.97,11,"SUBJ",1,NA,12.0271833333333,NA,"pre-exposure"
897,"condition1",1,"SUBJ",NA,"match","118","UNGRAM","exposure",0.98,198,"SUBJ",2,NA,12.0271833333333,NA,"pre-exposure"
897,"condition1",1,"SUBJ",NA,"match","11","SUBJ","exposure",0.03,43,"SUBJ",3,NA,12.0271833333333,NA,"pre-exposure"
897,"condition1",1,"SUBJ",NA,"match","110","FILL","exposure",1,190,"SUBJ",4,NA,12.0271833333333,NA,"pre-exposure"
897,"condition1",2,"SUBJ",NA,"match","2","SUBJ","exposure",0.51,7,"SUBJ",5,NA,12.0271833333333,NA,"pre-exposure"
897,"condition1",2,"SUBJ",NA,"match","104","FILL","exposure",0.94,184,"SUBJ",6,NA,12.0271833333333,NA,"pre-exposure"
897,"condition1",2,"SUBJ",NA,"match","122","UNGRAM","exposure",0.03,202,"SUBJ",7,NA,12.0271833333333,NA,"exposure"
897,"condition1",2,"SUBJ",NA,"match","14","SUBJ","exposure",0.99,55,"SUBJ",8,NA,12.0271833333333,NA,"exposure"
897,"condition1",3,"SUBJ",NA,"match","127","UNGRAM","exposure",0,207,"SUBJ",9,NA,12.0271833333333,NA,"exposure"
897,"condition1",3,"SUBJ",NA,"match","107","FILL","exposure",0.97,187,"SUBJ",10,NA,12.0271833333333,NA,"exposure"
897,"condition1",3,"SUBJ",NA,"match","6","SUBJ","exposure",0.96,23,"SUBJ",11,NA,12.0271833333333,NA,"exposure"
897,"condition1",3,"SUBJ",NA,"match","10","SUBJ","exposure",0.84,39,"SUBJ",12,NA,12.0271833333333,NA,"exposure"
897,"condition1",4,"SUBJ",NA,"match","7","SUBJ","exposure",0.96,27,"SUBJ",13,NA,12.0271833333333,NA,"exposure"
897,"condition1",4,"SUBJ",NA,"match","17","SUBJ","exposure",0.05,67,"SUBJ",14,NA,12.0271833333333,NA,"exposure"
897,"condition1",4,"SUBJ",NA,"match","126","UNGRAM","exposure",0.46,206,"SUBJ",15,NA,12.0271833333333,NA,"exposure"
897,"condition1",4,"SUBJ",NA,"match","101","FILL","exposure",0.98,181,"SUBJ",16,NA,12.0271833333333,NA,"exposure"
897,"condition1",5,"SUBJ",NA,"match","16","SUBJ","exposure",0.04,63,"SUBJ",17,NA,12.0271833333333,NA,"exposure"
897,"condition1",5,"SUBJ",NA,"match","103","FILL","exposure",0.96,183,"SUBJ",18,NA,12.0271833333333,NA,"exposure"
897,"condition1",5,"SUBJ",NA,"match","4","SUBJ","exposure",0.48,15,"SUBJ",19,NA,12.0271833333333,NA,"exposure"
897,"condition1",5,"SUBJ",NA,"match","123","UNGRAM","exposure",0,203,"SUBJ",20,NA,12.0271833333333,NA,"exposure"
897,"condition1",6,"SUBJ",NA,"match","15","SUBJ","exposure",1,59,"SUBJ",21,NA,12.0271833333333,NA,"exposure"
897,"condition1",6,"SUBJ",NA,"match","109","FILL","exposure",0.99,189,"SUBJ",22,NA,12.0271833333333,NA,"exposure"
897,"condition1",6,"SUBJ",NA,"match","12","SUBJ","exposure",0.99,47,"SUBJ",23,NA,12.0271833333333,NA,"exposure"
897,"condition1",6,"SUBJ",NA,"match","121","UNGRAM","exposure",0.98,201,"SUBJ",24,NA,12.0271833333333,NA,"exposure"
897,"condition1",101,"SUBJ",NA,"match","106","FILL","test",0.99,186,"SUBJ",25,NA,12.0271833333333,NA,"test"
897,"condition1",101,"SUBJ",NA,"match","125","UNGRAM","test",0.01,205,"SUBJ",26,NA,12.0271833333333,NA,"test"
897,"condition1",101,"SUBJ",NA,"match","22","SUBJ","test",1,87,"SUBJ",27,NA,12.0271833333333,NA,"test"
897,"condition1",101,"SUBJ",NA,"match","21","SUBJ","test",0.55,83,"SUBJ",28,NA,12.0271833333333,NA,"test"
897,"condition1",102,"SUBJ",NA,"match","124","UNGRAM","test",0.9,204,"SUBJ",29,NA,12.0271833333333,NA,"test"
897,"condition1",102,"SUBJ",NA,"match","19","SUBJ","test",0.99,75,"SUBJ",30,NA,12.0271833333333,NA,"test"
897,"condition1",102,"SUBJ",NA,"match","105","FILL","test",1,185,"SUBJ",31,NA,12.0271833333333,NA,"test"
897,"condition1",102,"SUBJ",NA,"match","20","SUBJ","test",1,79,"SUBJ",32,NA,12.0271833333333,NA,"test"
897,"condition1",103,"SUBJ",NA,"match","13","SUBJ","test",1,51,"SUBJ",33,NA,12.0271833333333,NA,"test"
897,"condition1",103,"SUBJ",NA,"match","120","UNGRAM","test",0.94,200,"SUBJ",34,NA,12.0271833333333,NA,"test"
897,"condition1",103,"SUBJ",NA,"match","18","SUBJ","test",0.95,71,"SUBJ",35,NA,12.0271833333333,NA,"test"
897,"condition1",103,"SUBJ",NA,"match","111","FILL","test",1,191,"SUBJ",36,NA,12.0271833333333,NA,"test"
897,"condition1",104,"SUBJ",NA,"match","9","SUBJ","test",1,35,"SUBJ",37,NA,12.0271833333333,NA,"test"
897,"condition1",104,"SUBJ",NA,"match","108","FILL","test",0.99,188,"SUBJ",38,NA,12.0271833333333,NA,"test"
897,"condition1",104,"SUBJ",NA,"match","119","UNGRAM","test",0,199,"SUBJ",39,NA,12.0271833333333,NA,"test"
897,"condition1",104,"SUBJ",NA,"match","8","SUBJ","test",0.97,31,"SUBJ",40,NA,12.0271833333333,NA,"test"
897,"condition1",105,"SUBJ",NA,"match","117","UNGRAM","test",0,197,"SUBJ",41,NA,12.0271833333333,NA,"test"
897,"condition1",105,"SUBJ",NA,"match","102","FILL","test",1,182,"SUBJ",42,NA,12.0271833333333,NA,"test"
897,"condition1",105,"SUBJ",NA,"match","5","SUBJ","test",1,19,"SUBJ",43,NA,12.0271833333333,NA,"test"
897,"condition1",105,"SUBJ",NA,"match","1","SUBJ","test",0.99,3,"SUBJ",44,NA,12.0271833333333,NA,"test"
921,"condition1",1,"POLAR",NA,"control","13","POLAR","exposure",0.99,52,"SUBJ",1,NA,17.8031166666667,NA,"pre-exposure"
921,"condition1",1,"POLAR",NA,"control","16","POLAR","exposure",1,64,"SUBJ",2,NA,17.8031166666667,NA,"pre-exposure"
921,"condition1",1,"POLAR",NA,"control","119","UNGRAM","exposure",0.05,199,"SUBJ",3,NA,17.8031166666667,NA,"pre-exposure"
921,"condition1",1,"POLAR",NA,"control","104","FILL","exposure",0.98,184,"SUBJ",4,NA,17.8031166666667,NA,"pre-exposure"
921,"condition1",2,"POLAR",NA,"control","12","POLAR","exposure",1,48,"SUBJ",5,NA,17.8031166666667,NA,"pre-exposure"
921,"condition1",2,"POLAR",NA,"control","4","POLAR","exposure",0.99,16,"SUBJ",6,NA,17.8031166666667,NA,"pre-exposure"
921,"condition1",2,"POLAR",NA,"control","120","UNGRAM","exposure",0.04,200,"SUBJ",7,NA,17.8031166666667,NA,"exposure"
921,"condition1",2,"POLAR",NA,"control","101","FILL","exposure",0.98,181,"SUBJ",8,NA,17.8031166666667,NA,"exposure"
921,"condition1",3,"POLAR",NA,"control","14","POLAR","exposure",1,56,"SUBJ",9,NA,17.8031166666667,NA,"exposure"
921,"condition1",3,"POLAR",NA,"control","121","UNGRAM","exposure",0.02,201,"SUBJ",10,NA,17.8031166666667,NA,"exposure"
921,"condition1",3,"POLAR",NA,"control","107","FILL","exposure",1,187,"SUBJ",11,NA,17.8031166666667,NA,"exposure"
921,"condition1",3,"POLAR",NA,"control","10","POLAR","exposure",0.99,40,"SUBJ",12,NA,17.8031166666667,NA,"exposure"
921,"condition1",4,"POLAR",NA,"control","2","POLAR","exposure",0.82,8,"SUBJ",13,NA,17.8031166666667,NA,"exposure"
921,"condition1",4,"POLAR",NA,"control","110","FILL","exposure",0.97,190,"SUBJ",14,NA,17.8031166666667,NA,"exposure"
921,"condition1",4,"POLAR",NA,"control","17","POLAR","exposure",0.75,68,"SUBJ",15,NA,17.8031166666667,NA,"exposure"
921,"condition1",4,"POLAR",NA,"control","124","UNGRAM","exposure",0,204,"SUBJ",16,NA,17.8031166666667,NA,"exposure"
921,"condition1",5,"POLAR",NA,"control","126","UNGRAM","exposure",0,206,"SUBJ",17,NA,17.8031166666667,NA,"exposure"
921,"condition1",5,"POLAR",NA,"control","15","POLAR","exposure",0.75,60,"SUBJ",18,NA,17.8031166666667,NA,"exposure"
921,"condition1",5,"POLAR",NA,"control","11","POLAR","exposure",0.76,44,"SUBJ",19,NA,17.8031166666667,NA,"exposure"
921,"condition1",5,"POLAR",NA,"control","102","FILL","exposure",0.99,182,"SUBJ",20,NA,17.8031166666667,NA,"exposure"
921,"condition1",6,"POLAR",NA,"control","125","UNGRAM","exposure",0,205,"SUBJ",21,NA,17.8031166666667,NA,"exposure"
921,"condition1",6,"POLAR",NA,"control","18","POLAR","exposure",0.77,72,"SUBJ",22,NA,17.8031166666667,NA,"exposure"
921,"condition1",6,"POLAR",NA,"control","7","POLAR","exposure",0.74,28,"SUBJ",23,NA,17.8031166666667,NA,"exposure"
921,"condition1",6,"POLAR",NA,"control","111","FILL","exposure",0.75,191,"SUBJ",24,NA,17.8031166666667,NA,"exposure"
921,"condition1",101,"POLAR",NA,"control","21","SUBJ","test",0.61,83,"SUBJ",25,NA,17.8031166666667,NA,"test"
921,"condition1",101,"POLAR",NA,"control","106","FILL","test",0.99,186,"SUBJ",26,NA,17.8031166666667,NA,"test"
921,"condition1",101,"POLAR",NA,"control","22","SUBJ","test",0.02,87,"SUBJ",27,NA,17.8031166666667,NA,"test"
921,"condition1",101,"POLAR",NA,"control","123","UNGRAM","test",0.02,203,"SUBJ",28,NA,17.8031166666667,NA,"test"
921,"condition1",102,"POLAR",NA,"control","20","SUBJ","test",0.54,79,"SUBJ",29,NA,17.8031166666667,NA,"test"
921,"condition1",102,"POLAR",NA,"control","109","FILL","test",0.99,189,"SUBJ",30,NA,17.8031166666667,NA,"test"
921,"condition1",102,"POLAR",NA,"control","118","UNGRAM","test",0,198,"SUBJ",31,NA,17.8031166666667,NA,"test"
921,"condition1",102,"POLAR",NA,"control","19","SUBJ","test",0,75,"SUBJ",32,NA,17.8031166666667,NA,"test"
921,"condition1",103,"POLAR",NA,"control","103","FILL","test",1,183,"SUBJ",33,NA,17.8031166666667,NA,"test"
921,"condition1",103,"POLAR",NA,"control","127","UNGRAM","test",0,207,"SUBJ",34,NA,17.8031166666667,NA,"test"
921,"condition1",103,"POLAR",NA,"control","8","SUBJ","test",0.52,31,"SUBJ",35,NA,17.8031166666667,NA,"test"
921,"condition1",103,"POLAR",NA,"control","9","SUBJ","test",0.48,35,"SUBJ",36,NA,17.8031166666667,NA,"test"
921,"condition1",104,"POLAR",NA,"control","122","UNGRAM","test",0,202,"SUBJ",37,NA,17.8031166666667,NA,"test"
921,"condition1",104,"POLAR",NA,"control","108","FILL","test",1,188,"SUBJ",38,NA,17.8031166666667,NA,"test"
921,"condition1",104,"POLAR",NA,"control","5","SUBJ","test",0.78,19,"SUBJ",39,NA,17.8031166666667,NA,"test"
921,"condition1",104,"POLAR",NA,"control","6","SUBJ","test",0.78,23,"SUBJ",40,NA,17.8031166666667,NA,"test"
921,"condition1",105,"POLAR",NA,"control","117","UNGRAM","test",0,197,"SUBJ",41,NA,17.8031166666667,NA,"test"
921,"condition1",105,"POLAR",NA,"control","1","SUBJ","test",0.67,3,"SUBJ",42,NA,17.8031166666667,NA,"test"
921,"condition1",105,"POLAR",NA,"control","105","FILL","test",1,185,"SUBJ",43,NA,17.8031166666667,NA,"test"
921,"condition1",105,"POLAR",NA,"control","3","SUBJ","test",0.77,11,"SUBJ",44,NA,17.8031166666667,NA,"test"
882,"condition1",1,"WH",NA,"mismatch","110","FILL","exposure",0.03,190,"SUBJ",1,NA,23.2086833333333,NA,"pre-exposure"
882,"condition1",1,"WH",NA,"mismatch","127","UNGRAM","exposure",0.17,207,"SUBJ",2,NA,23.2086833333333,NA,"pre-exposure"
882,"condition1",1,"WH",NA,"mismatch","2","WH","exposure",0.96,6,"SUBJ",3,NA,23.2086833333333,NA,"pre-exposure"
882,"condition1",1,"WH",NA,"mismatch","12","WH","exposure",0.96,46,"SUBJ",4,NA,23.2086833333333,NA,"pre-exposure"
882,"condition1",2,"WH",NA,"mismatch","107","FILL","exposure",0.87,187,"SUBJ",5,NA,23.2086833333333,NA,"pre-exposure"
882,"condition1",2,"WH",NA,"mismatch","5","WH","exposure",0.92,18,"SUBJ",6,NA,23.2086833333333,NA,"pre-exposure"
882,"condition1",2,"WH",NA,"mismatch","17","WH","exposure",0.9,66,"SUBJ",7,NA,23.2086833333333,NA,"exposure"
882,"condition1",2,"WH",NA,"mismatch","124","UNGRAM","exposure",0.35,204,"SUBJ",8,NA,23.2086833333333,NA,"exposure"
882,"condition1",3,"WH",NA,"mismatch","119","UNGRAM","exposure",0.11,199,"SUBJ",9,NA,23.2086833333333,NA,"exposure"
882,"condition1",3,"WH",NA,"mismatch","108","FILL","exposure",0.85,188,"SUBJ",10,NA,23.2086833333333,NA,"exposure"
882,"condition1",3,"WH",NA,"mismatch","22","WH","exposure",0.77,86,"SUBJ",11,NA,23.2086833333333,NA,"exposure"
882,"condition1",3,"WH",NA,"mismatch","14","WH","exposure",0.98,54,"SUBJ",12,NA,23.2086833333333,NA,"exposure"
882,"condition1",4,"WH",NA,"mismatch","1","WH","exposure",0.92,2,"SUBJ",13,NA,23.2086833333333,NA,"exposure"
882,"condition1",4,"WH",NA,"mismatch","111","FILL","exposure",0.91,191,"SUBJ",14,NA,23.2086833333333,NA,"exposure"
882,"condition1",4,"WH",NA,"mismatch","9","WH","exposure",0.94,34,"SUBJ",15,NA,23.2086833333333,NA,"exposure"
882,"condition1",4,"WH",NA,"mismatch","126","UNGRAM","exposure",0.3,206,"SUBJ",16,NA,23.2086833333333,NA,"exposure"
882,"condition1",5,"WH",NA,"mismatch","21","WH","exposure",0.98,82,"SUBJ",17,NA,23.2086833333333,NA,"exposure"
882,"condition1",5,"WH",NA,"mismatch","13","WH","exposure",0.97,50,"SUBJ",18,NA,23.2086833333333,NA,"exposure"
882,"condition1",5,"WH",NA,"mismatch","121","UNGRAM","exposure",0.39,201,"SUBJ",19,NA,23.2086833333333,NA,"exposure"
882,"condition1",5,"WH",NA,"mismatch","104","FILL","exposure",0.86,184,"SUBJ",20,NA,23.2086833333333,NA,"exposure"
882,"condition1",6,"WH",NA,"mismatch","4","WH","exposure",0.98,14,"SUBJ",21,NA,23.2086833333333,NA,"exposure"
882,"condition1",6,"WH",NA,"mismatch","117","UNGRAM","exposure",0.38,197,"SUBJ",22,NA,23.2086833333333,NA,"exposure"
882,"condition1",6,"WH",NA,"mismatch","106","FILL","exposure",0.78,186,"SUBJ",23,NA,23.2086833333333,NA,"exposure"
882,"condition1",6,"WH",NA,"mismatch","11","WH","exposure",0.83,42,"SUBJ",24,NA,23.2086833333333,NA,"exposure"
882,"condition1",101,"WH",NA,"mismatch","20","SUBJ","test",0.94,79,"SUBJ",25,NA,23.2086833333333,NA,"test"
882,"condition1",101,"WH",NA,"mismatch","118","UNGRAM","test",0.74,198,"SUBJ",26,NA,23.2086833333333,NA,"test"
882,"condition1",101,"WH",NA,"mismatch","102","FILL","test",0.9,182,"SUBJ",27,NA,23.2086833333333,NA,"test"
882,"condition1",101,"WH",NA,"mismatch","19","SUBJ","test",0.95,75,"SUBJ",28,NA,23.2086833333333,NA,"test"
882,"condition1",102,"WH",NA,"mismatch","120","UNGRAM","test",0.21,200,"SUBJ",29,NA,23.2086833333333,NA,"test"
882,"condition1",102,"WH",NA,"mismatch","16","SUBJ","test",0.95,63,"SUBJ",30,NA,23.2086833333333,NA,"test"
882,"condition1",102,"WH",NA,"mismatch","18","SUBJ","test",0.99,71,"SUBJ",31,NA,23.2086833333333,NA,"test"
882,"condition1",102,"WH",NA,"mismatch","109","FILL","test",0.17,189,"SUBJ",32,NA,23.2086833333333,NA,"test"
882,"condition1",103,"WH",NA,"mismatch","123","UNGRAM","test",0.94,203,"SUBJ",33,NA,23.2086833333333,NA,"test"
882,"condition1",103,"WH",NA,"mismatch","103","FILL","test",0.86,183,"SUBJ",34,NA,23.2086833333333,NA,"test"
882,"condition1",103,"WH",NA,"mismatch","10","SUBJ","test",0.87,39,"SUBJ",35,NA,23.2086833333333,NA,"test"
882,"condition1",103,"WH",NA,"mismatch","15","SUBJ","test",0.95,59,"SUBJ",36,NA,23.2086833333333,NA,"test"
882,"condition1",104,"WH",NA,"mismatch","125","UNGRAM","test",0.24,205,"SUBJ",37,NA,23.2086833333333,NA,"test"
882,"condition1",104,"WH",NA,"mismatch","101","FILL","test",0.93,181,"SUBJ",38,NA,23.2086833333333,NA,"test"
882,"condition1",104,"WH",NA,"mismatch","7","SUBJ","test",0.98,27,"SUBJ",39,NA,23.2086833333333,NA,"test"
882,"condition1",104,"WH",NA,"mismatch","8","SUBJ","test",0.97,31,"SUBJ",40,NA,23.2086833333333,NA,"test"
882,"condition1",105,"WH",NA,"mismatch","122","UNGRAM","test",0.22,202,"SUBJ",41,NA,23.2086833333333,NA,"test"
882,"condition1",105,"WH",NA,"mismatch","6","SUBJ","test",0.99,23,"SUBJ",42,NA,23.2086833333333,NA,"test"
882,"condition1",105,"WH",NA,"mismatch","3","SUBJ","test",0.95,11,"SUBJ",43,NA,23.2086833333333,NA,"test"
882,"condition1",105,"WH",NA,"mismatch","105","FILL","test",0.99,185,"SUBJ",44,NA,23.2086833333333,NA,"test"
898,"condition1",1,"POLAR",NA,"control","4","POLAR","exposure",0.85,16,"SUBJ",1,NA,18.5500166666667,NA,"pre-exposure"
898,"condition1",1,"POLAR",NA,"control","118","UNGRAM","exposure",0.21,198,"SUBJ",2,NA,18.5500166666667,NA,"pre-exposure"
898,"condition1",1,"POLAR",NA,"control","2","POLAR","exposure",0.84,8,"SUBJ",3,NA,18.5500166666667,NA,"pre-exposure"
898,"condition1",1,"POLAR",NA,"control","107","FILL","exposure",0.85,187,"SUBJ",4,NA,18.5500166666667,NA,"pre-exposure"
898,"condition1",2,"POLAR",NA,"control","16","POLAR","exposure",0.85,64,"SUBJ",5,NA,18.5500166666667,NA,"pre-exposure"
898,"condition1",2,"POLAR",NA,"control","111","FILL","exposure",0.77,191,"SUBJ",6,NA,18.5500166666667,NA,"pre-exposure"
898,"condition1",2,"POLAR",NA,"control","1","POLAR","exposure",0.89,4,"SUBJ",7,NA,18.5500166666667,NA,"exposure"
898,"condition1",2,"POLAR",NA,"control","123","UNGRAM","exposure",0.02,203,"SUBJ",8,NA,18.5500166666667,NA,"exposure"
