workerid,proliferate.condition,answer_of_comprehension,block_sequence,choosed_choice,comprehension_response,experiment_condition,first_response_value,group,item_condition,item_group,item_number,item_type,rating,rating_response,response_correctness,trial_sequence_total,wrong_attempts,error
463,default,,4,3,3,WH,,,UG,GAP,45,,,0,Don't know,10,,
463,default,,4,0,0,WH,,,WH,GAP,21,,,0.31,Correct,11,,
463,default,,4,1,1,WH,,,FILL,GAP,33,,,0.47,Incorrect,12,,
463,default,,5,2,0,WH,,,WH,GAP,20,,,0.34,Correct,13,,
463,default,,5,3,3,WH,,,UG,GAP,44,,,0,Don't know,14,,
463,default,,5,1,0,WH,,,FILL,GAP,32,,,0.86,Correct,15,,
463,default,,6,1,0,WH,,,FILL,GAP,31,,,0.57,Correct,16,,
463,default,,6,3,3,WH,,,UG,GAP,43,,,0,Don't know,17,,
463,default,,6,2,0,WH,,,WH,GAP,19,,,0.39,Correct,18,,
463,default,,7,1,0,WH,,,FILL,GAP,30,,,0.49,Correct,19,,
463,default,,7,0,0,WH,,,WH,GAP,18,,,0.31,Correct,20,,
463,default,,7,3,3,WH,,,UG,GAP,42,,,0,Don't know,21,,
463,default,,8,2,0,WH,,,WH,GAP,17,,,0.46,Correct,22,,
463,default,,8,3,3,WH,,,UG,GAP,41,,,0,Don't know,23,,
463,default,,8,1,0,WH,,,FILL,GAP,29,,,0.47,Correct,24,,
463,default,,9,3,3,WH,,,UG,GAP,40,,,0,Don't know,25,,
463,default,,9,1,0,WH,,,WH,GAP,16,,,0.25,Correct,26,,
463,default,,9,0,0,WH,,,FILL,GAP,28,,,0.4,Correct,27,,
463,default,,10,0,2,WH,,,FILL,GAP,27,,,0.7,Incorrect,28,,
463,default,,10,3,3,WH,,,UG,GAP,39,,,0,Don't know,29,,
463,default,,10,1,1,WH,,,WH,GAP,15,,,0.36,Incorrect,30,,
463,default,,11,2,0,WH,,,UG,GAP,38,,,0,Correct,31,,
463,default,,11,1,0,WH,,,FILL,GAP,26,,,0.35,Correct,32,,
463,default,,11,2,0,WH,,,WH,GAP,14,,,0.25,Correct,33,,
463,default,,12,3,3,WH,,,UG,GAP,37,,,0,Don't know,34,,
463,default,,12,1,2,WH,,,WH,GAP,13,,,0.36,Incorrect,35,,
463,default,,12,2,0,WH,,,FILL,GAP,25,,,0.46,Correct,36,,
528,default,b,practice,,,,a,RP,,,practice_good,practice_good,0.74,,,0,1,
528,default,d,practice,,,,c,RP,,,practice_good,practice_good,0.03,,,0,4,
528,default,,1,0,0,CNPC,,,FILL,RP,36,,,0.93,Correct,1,,
528,default,,1,3,3,CNPC,,,CNPC,RP,12,,,0.08,Don't know,2,,
528,default,,1,3,3,CNPC,,,UG,RP,48,,,0.11,Don't know,3,,
528,default,,2,1,0,CNPC,,,FILL,RP,35,,,0.9,Correct,4,,
528,default,,2,3,3,CNPC,,,UG,RP,47,,,0.02,Don't know,5,,
528,default,,2,1,0,CNPC,,,CNPC,RP,11,,,0.29,Correct,6,,
528,default,,3,3,3,CNPC,,,UG,RP,46,,,0.04,Don't know,7,,
528,default,,3,2,0,CNPC,,,FILL,RP,34,,,0.85,Correct,8,,
528,default,,3,1,0,CNPC,,,CNPC,RP,10,,,0.62,Correct,9,,
528,default,,4,3,3,CNPC,,,UG,RP,45,,,0,Don't know,10,,
528,default,,4,0,0,CNPC,,,CNPC,RP,9,,,0.55,Correct,11,,
528,default,,4,1,0,CNPC,,,FILL,RP,33,,,0.96,Correct,12,,
528,default,,5,2,0,CNPC,,,FILL,RP,32,,,0.97,Correct,13,,
528,default,,5,3,3,CNPC,,,UG,RP,44,,,0.03,Don't know,14,,
528,default,,5,1,1,CNPC,,,CNPC,RP,8,,,0.66,Incorrect,15,,
528,default,,6,3,3,CNPC,,,UG,RP,43,,,0.03,Don't know,16,,
528,default,,6,0,1,CNPC,,,CNPC,RP,7,,,0.83,Incorrect,17,,
528,default,,6,1,0,CNPC,,,FILL,RP,31,,,0.96,Correct,18,,
528,default,,7,3,3,CNPC,,,UG,RP,42,,,0.01,Don't know,19,,
528,default,,7,1,0,CNPC,,,CNPC,RP,6,,,0.3,Correct,20,,
528,default,,7,1,0,CNPC,,,FILL,RP,30,,,0.95,Correct,21,,
528,default,,8,1,0,CNPC,,,FILL,RP,29,,,0.88,Correct,22,,
528,default,,8,0,0,CNPC,,,UG,RP,41,,,0.02,Correct,23,,
528,default,,8,1,1,CNPC,,,CNPC,RP,5,,,0.83,Incorrect,24,,
528,default,,9,0,0,CNPC,,,FILL,RP,28,,,0.75,Correct,25,,
528,default,,9,3,3,CNPC,,,CNPC,RP,4,,,0.34,Don't know,26,,
528,default,,9,3,3,CNPC,,,UG,RP,40,,,0.03,Don't know,27,,
528,default,,10,1,0,CNPC,,,CNPC,RP,3,,,0.66,Correct,28,,
528,default,,10,2,0,CNPC,,,FILL,RP,27,,,0.83,Correct,29,,
528,default,,10,3,3,CNPC,,,UG,RP,39,,,0.06,Don't know,30,,
528,default,,11,0,0,CNPC,,,FILL,RP,26,,,0.7,Correct,31,,
528,default,,11,3,3,CNPC,,,UG,RP,38,,,0.05,Don't know,32,,
528,default,,11,0,0,CNPC,,,CNPC,RP,2,,,0.76,Correct,33,,
528,default,,12,1,0,CNPC,,,CNPC,RP,1,,,0.71,Correct,34,,
528,default,,12,3,3,CNPC,,,UG,RP,37,,,0.01,Don't know,35,,
528,default,,12,2,0,CNPC,,,FILL,RP,25,,,0.79,Correct,36,,
233,default,b,practice,,,,,RP,,,practice_good,practice_good,1,,,0,0,
233,default,d,practice,,,,,RP,,,practice_good,practice_good,0,,,0,0,
233,default,,1,2,0,WH,,,FILL,RP,36,,,0.9,Correct,1,,
233,default,,1,1,0,WH,,,WH,RP,24,,,0.15,Correct,2,,
233,default,,1,3,3,WH,,,UG,RP,48,,,0,Don't know,3,,
233,default,,2,0,0,WH,,,FILL,RP,35,,,0.99,Correct,4,,
233,default,,2,3,3,WH,,,UG,RP,47,,,0,Don't know,5,,
233,default,,2,2,0,WH,,,WH,RP,23,,,0.49,Correct,6,,
233,default,,3,3,3,WH,,,UG,RP,46,,,0,Don't know,7,,
233,default,,3,2,0,WH,,,WH,RP,22,,,0.17,Correct,8,,
233,default,,3,2,0,WH,,,FILL,RP,34,,,1,Correct,9,,
233,default,,4,1,0,WH,,,FILL,RP,33,,,0.91,Correct,10,,
233,default,,4,1,0,WH,,,WH,RP,21,,,0.49,Correct,11,,
233,default,,4,3,3,WH,,,UG,RP,45,,,0,Don't know,12,,
233,default,,5,1,0,WH,,,FILL,RP,32,,,1,Correct,13,,
233,default,,5,3,3,WH,,,UG,RP,44,,,0,Don't know,14,,
233,default,,5,0,0,WH,,,WH,RP,20,,,0.16,Correct,15,,
233,default,,6,1,0,WH,,,WH,RP,19,,,0.23,Correct,16,,
233,default,,6,3,3,WH,,,UG,RP,43,,,0,Don't know,17,,
233,default,,6,0,0,WH,,,FILL,RP,31,,,0.51,Correct,18,,
233,default,,7,3,3,WH,,,UG,RP,42,,,0,Don't know,19,,
233,default,,7,1,0,WH,,,FILL,RP,30,,,0.8,Correct,20,,
233,default,,7,0,0,WH,,,WH,RP,18,,,0.23,Correct,21,,
233,default,,8,2,0,WH,,,FILL,RP,29,,,0.64,Correct,22,,
233,default,,8,3,3,WH,,,UG,RP,41,,,0,Don't know,23,,
233,default,,8,1,0,WH,,,WH,RP,17,,,0.29,Correct,24,,
233,default,,9,3,3,WH,,,UG,RP,40,,,0,Don't know,25,,
233,default,,9,0,0,WH,,,WH,RP,16,,,0.18,Correct,26,,
233,default,,9,0,0,WH,,,FILL,RP,28,,,0.23,Correct,27,,
233,default,,10,2,0,WH,,,WH,RP,15,,,0.22,Correct,28,,
233,default,,10,3,3,WH,,,UG,RP,39,,,0,Don't know,29,,
233,default,,10,1,0,WH,,,FILL,RP,27,,,0.33,Correct,30,,
233,default,,11,1,0,WH,,,FILL,RP,26,,,1,Correct,31,,
233,default,,11,3,3,WH,,,UG,RP,38,,,0,Don't know,32,,
233,default,,11,2,0,WH,,,WH,RP,14,,,0.23,Correct,33,,
233,default,,12,1,0,WH,,,WH,RP,13,,,0.11,Correct,34,,
233,default,,12,3,3,WH,,,UG,RP,37,,,0,Don't know,35,,
233,default,,12,2,0,WH,,,FILL,RP,25,,,0.9,Correct,36,,
552,default,b,practice,,,,,GAP,,,practice_good,practice_good,1,,,0,0,
552,default,d,practice,,,,,GAP,,,practice_good,practice_good,0,,,0,0,
552,default,,1,0,0,WH,,,FILL,GAP,36,,,1,Correct,1,,
552,default,,1,2,0,WH,,,WH,GAP,24,,,0.34,Correct,2,,
552,default,,1,3,3,WH,,,UG,GAP,48,,,0,Don't know,3,,
552,default,,2,2,0,WH,,,FILL,GAP,35,,,1,Correct,4,,
552,default,,2,2,0,WH,,,WH,GAP,23,,,0.84,Correct,5,,
552,default,,2,3,3,WH,,,UG,GAP,47,,,0.01,Don't know,6,,
552,default,,3,0,0,WH,,,WH,GAP,22,,,0.73,Correct,7,,
552,default,,3,2,0,WH,,,FILL,GAP,34,,,0.99,Correct,8,,
552,default,,3,3,3,WH,,,UG,GAP,46,,,0,Don't know,9,,
552,default,,4,3,3,WH,,,UG,GAP,45,,,0,Don't know,10,,
552,default,,4,0,0,WH,,,FILL,GAP,33,,,0.81,Correct,11,,
552,default,,4,1,0,WH,,,WH,GAP,21,,,0.86,Correct,12,,
552,default,,5,1,0,WH,,,WH,GAP,20,,,0.88,Correct,13,,
552,default,,5,2,0,WH,,,FILL,GAP,32,,,1,Correct,14,,
552,default,,5,3,3,WH,,,UG,GAP,44,,,0,Don't know,15,,
552,default,,6,1,0,WH,,,WH,GAP,19,,,0.71,Correct,16,,
552,default,,6,1,0,WH,,,FILL,GAP,31,,,1,Correct,17,,
552,default,,6,3,3,WH,,,UG,GAP,43,,,0,Don't know,18,,
552,default,,7,1,0,WH,,,UG,GAP,42,,,0.18,Correct,19,,
552,default,,7,0,0,WH,,,FILL,GAP,30,,,1,Correct,20,,
552,default,,7,2,0,WH,,,WH,GAP,18,,,0.77,Correct,21,,
552,default,,8,0,0,WH,,,WH,GAP,17,,,0.86,Correct,22,,
552,default,,8,2,0,WH,,,FILL,GAP,29,,,0.63,Correct,23,,
552,default,,8,3,3,WH,,,UG,GAP,41,,,0,Don't know,24,,
552,default,,9,2,0,WH,,,FILL,GAP,28,,,0.59,Correct,25,,
552,default,,9,3,3,WH,,,UG,GAP,40,,,0,Don't know,26,,
552,default,,9,2,0,WH,,,WH,GAP,16,,,0.5,Correct,27,,
552,default,,10,1,0,WH,,,FILL,GAP,27,,,0.79,Correct,28,,
552,default,,10,3,3,WH,,,UG,GAP,39,,,0,Don't know,29,,
552,default,,10,2,0,WH,,,WH,GAP,15,,,0.54,Correct,30,,
552,default,,11,0,0,WH,,,FILL,GAP,26,,,1,Correct,31,,
552,default,,11,3,3,WH,,,UG,GAP,38,,,0,Don't know,32,,
552,default,,11,1,0,WH,,,WH,GAP,14,,,0.74,Correct,33,,
552,default,,12,3,3,WH,,,UG,GAP,37,,,0,Don't know,34,,
552,default,,12,0,0,WH,,,FILL,GAP,25,,,1,Correct,35,,
552,default,,12,0,0,WH,,,WH,GAP,13,,,0.91,Correct,36,,
521,default,b,practice,,,,,GAP,,,practice_good,practice_good,0.99,,,0,0,
521,default,d,practice,,,,c,GAP,,,practice_good,practice_good,0,,,0,4,
521,default,,1,3,3,CNPC,,,UG,GAP,48,,,0.02,Don't know,1,,
521,default,,1,2,0,CNPC,,,FILL,GAP,36,,,0.85,Correct,2,,
521,default,,1,2,0,CNPC,,,CNPC,GAP,12,,,0.11,Correct,3,,
521,default,,2,2,0,CNPC,,,FILL,GAP,35,,,1,Correct,4,,
521,default,,2,3,3,CNPC,,,CNPC,GAP,11,,,0.01,Don't know,5,,
521,default,,2,3,3,CNPC,,,UG,GAP,47,,,0.03,Don't know,6,,
521,default,,3,1,1,CNPC,,,CNPC,GAP,10,,,0.11,Incorrect,7,,
521,default,,3,1,0,CNPC,,,FILL,GAP,34,,,0.97,Correct,8,,
521,default,,3,3,3,CNPC,,,UG,GAP,46,,,0.01,Don't know,9,,
521,default,,4,3,3,CNPC,,,UG,GAP,45,,,0,Don't know,10,,
521,default,,4,0,0,CNPC,,,CNPC,GAP,9,,,0.1,Correct,11,,
521,default,,4,0,0,CNPC,,,FILL,GAP,33,,,0.76,Correct,12,,
521,default,,5,1,0,CNPC,,,CNPC,GAP,8,,,0.08,Correct,13,,
521,default,,5,1,0,CNPC,,,FILL,GAP,32,,,0.98,Correct,14,,
521,default,,5,3,3,CNPC,,,UG,GAP,44,,,0.01,Don't know,15,,
521,default,,6,1,0,CNPC,,,FILL,GAP,31,,,0.97,Correct,16,,
521,default,,6,0,1,CNPC,,,CNPC,GAP,7,,,0.19,Incorrect,17,,
521,default,,6,3,3,CNPC,,,UG,GAP,43,,,0.01,Don't know,18,,
521,default,,7,1,0,CNPC,,,CNPC,GAP,6,,,0.18,Correct,19,,
521,default,,7,3,3,CNPC,,,UG,GAP,42,,,0.03,Don't know,20,,
521,default,,7,0,0,CNPC,,,FILL,GAP,30,,,0.97,Correct,21,,
521,default,,8,0,0,CNPC,,,FILL,GAP,29,,,0.99,Correct,22,,
521,default,,8,3,3,CNPC,,,UG,GAP,41,,,0.01,Don't know,23,,
521,default,,8,0,0,CNPC,,,CNPC,GAP,5,,,0.37,Correct,24,,
521,default,,9,0,0,CNPC,,,CNPC,GAP,4,,,0.24,Correct,25,,
521,default,,9,3,3,CNPC,,,UG,GAP,40,,,0,Don't know,26,,
521,default,,9,2,0,CNPC,,,FILL,GAP,28,,,0.26,Correct,27,,
521,default,,10,2,0,CNPC,,,FILL,GAP,27,,,0.51,Correct,28,,
521,default,,10,3,3,CNPC,,,UG,GAP,39,,,0,Don't know,29,,
521,default,,10,0,1,CNPC,,,CNPC,GAP,3,,,0.28,Incorrect,30,,
521,default,,11,1,0,CNPC,,,FILL,GAP,26,,,0.99,Correct,31,,
521,default,,11,3,3,CNPC,,,UG,GAP,38,,,0,Don't know,32,,
521,default,,11,0,2,CNPC,,,CNPC,GAP,2,,,0.23,Incorrect,33,,
521,default,,12,0,0,CNPC,,,FILL,GAP,25,,,0.97,Correct,34,,
521,default,,12,3,3,CNPC,,,UG,GAP,37,,,0.02,Don't know,35,,
521,default,,12,2,0,CNPC,,,CNPC,GAP,1,,,0.29,Correct,36,,
333,default,b,practice,,,,,GAP,,,practice_good,practice_good,0.97,,,0,0,
333,default,d,practice,,,,c,GAP,,,practice_good,practice_good,0.02,,,0,3,
333,default,,1,3,3,CNPC,,,UG,GAP,48,,,0,Don't know,1,,
333,default,,1,3,3,CNPC,,,CNPC,GAP,12,,,0.06,Don't know,2,,
333,default,,1,2,0,CNPC,,,FILL,GAP,36,,,0.94,Correct,3,,
333,default,,2,3,3,CNPC,,,CNPC,GAP,11,,,0.07,Don't know,4,,
333,default,,2,0,0,CNPC,,,FILL,GAP,35,,,0.93,Correct,5,,
333,default,,2,3,3,CNPC,,,UG,GAP,47,,,0.02,Don't know,6,,
333,default,,3,3,3,CNPC,,,CNPC,GAP,10,,,0.09,Don't know,7,,
333,default,,3,0,0,CNPC,,,FILL,GAP,34,,,0.95,Correct,8,,
333,default,,3,3,3,CNPC,,,UG,GAP,46,,,0.03,Don't know,9,,
333,default,,4,3,3,CNPC,,,UG,GAP,45,,,0.04,Don't know,10,,
333,default,,4,2,0,CNPC,,,CNPC,GAP,9,,,0.1,Correct,11,,
333,default,,4,2,0,CNPC,,,FILL,GAP,33,,,0.93,Correct,12,,
333,default,,5,2,0,CNPC,,,FILL,GAP,32,,,0.98,Correct,13,,
333,default,,5,3,3,CNPC,,,UG,GAP,44,,,0.02,Don't know,14,,
333,default,,5,0,1,CNPC,,,CNPC,GAP,8,,,0.22,Incorrect,15,,
333,default,,6,3,3,CNPC,,,UG,GAP,43,,,0.02,Don't know,16,,
333,default,,6,3,3,CNPC,,,CNPC,GAP,7,,,0.14,Don't know,17,,
333,default,,6,2,0,CNPC,,,FILL,GAP,31,,,0.98,Correct,18,,
333,default,,7,3,3,CNPC,,,UG,GAP,42,,,0.03,Don't know,19,,
333,default,,7,0,0,CNPC,,,CNPC,GAP,6,,,0.1,Correct,20,,
333,default,,7,2,0,CNPC,,,FILL,GAP,30,,,0.93,Correct,21,,
333,default,,8,1,0,CNPC,,,CNPC,GAP,5,,,0.16,Correct,22,,
333,default,,8,3,3,CNPC,,,UG,GAP,41,,,0.02,Don't know,23,,
333,default,,8,2,0,CNPC,,,FILL,GAP,29,,,0.98,Correct,24,,
333,default,,9,3,3,CNPC,,,UG,GAP,40,,,0.03,Don't know,25,,
333,default,,9,3,3,CNPC,,,CNPC,GAP,4,,,0.25,Don't know,26,,
333,default,,9,1,0,CNPC,,,FILL,GAP,28,,,0.87,Correct,27,,
333,default,,10,2,0,CNPC,,,CNPC,GAP,3,,,0.2,Correct,28,,
333,default,,10,0,0,CNPC,,,FILL,GAP,27,,,0.98,Correct,29,,
333,default,,10,3,3,CNPC,,,UG,GAP,39,,,0.03,Don't know,30,,
333,default,,11,1,0,CNPC,,,FILL,GAP,26,,,0.99,Correct,31,,
333,default,,11,1,0,CNPC,,,CNPC,GAP,2,,,0.3,Correct,32,,
333,default,,11,0,0,CNPC,,,UG,GAP,38,,,0.02,Correct,33,,
333,default,,12,2,0,CNPC,,,UG,GAP,37,,,0.03,Correct,34,,
333,default,,12,0,0,CNPC,,,FILL,GAP,25,,,0.97,Correct,35,,
333,default,,12,0,0,CNPC,,,CNPC,GAP,1,,,0.04,Correct,36,,
171,default,b,practice,,,,,GAP,,,practice_good,practice_good,1,,,0,0,
171,default,d,practice,,,,c,GAP,,,practice_good,practice_good,0.03,,,0,3,
171,default,,1,3,3,WH,,,WH,GAP,24,,,0.28,Don't know,1,,
171,default,,1,3,3,WH,,,UG,GAP,48,,,0.07,Don't know,2,,
171,default,,1,1,0,WH,,,FILL,GAP,36,,,1,Correct,3,,
171,default,,2,0,0,WH,,,FILL,GAP,35,,,1,Correct,4,,
171,default,,2,2,0,WH,,,WH,GAP,23,,,0.59,Correct,5,,
171,default,,2,3,3,WH,,,UG,GAP,47,,,0,Don't know,6,,
171,default,,3,0,2,WH,,,WH,GAP,22,,,0.86,Incorrect,7,,
171,default,,3,2,0,WH,,,FILL,GAP,34,,,0.64,Correct,8,,
171,default,,3,3,3,WH,,,UG,GAP,46,,,0.15,Don't know,9,,
171,default,,4,3,3,WH,,,UG,GAP,45,,,0.04,Don't know,10,,
171,default,,4,0,0,WH,,,WH,GAP,21,,,0.84,Correct,11,,
171,default,,4,0,0,WH,,,FILL,GAP,33,,,0.97,Correct,12,,
171,default,,5,1,0,WH,,,FILL,GAP,32,,,0.97,Correct,13,,
171,default,,5,0,0,WH,,,WH,GAP,20,,,0.71,Correct,14,,
171,default,,5,3,3,WH,,,UG,GAP,44,,,0.2,Don't know,15,,
171,default,,6,3,3,WH,,,UG,GAP,43,,,0.1,Don't know,16,,
171,default,,6,0,0,WH,,,FILL,GAP,31,,,0.85,Correct,17,,
171,default,,6,0,2,WH,,,WH,GAP,19,,,0.89,Incorrect,18,,
171,default,,7,0,0,WH,,,FILL,GAP,30,,,0.85,Correct,19,,
171,default,,7,3,3,WH,,,UG,GAP,42,,,0.23,Don't know,20,,
171,default,,7,2,0,WH,,,WH,GAP,18,,,0.89,Correct,21,,
171,default,,8,3,3,WH,,,UG,GAP,41,,,0,Don't know,22,,
171,default,,8,1,0,WH,,,FILL,GAP,29,,,0.89,Correct,23,,
171,default,,8,0,0,WH,,,WH,GAP,17,,,0.98,Correct,24,,
171,default,,9,2,0,WH,,,FILL,GAP,28,,,1,Correct,25,,
171,default,,9,1,2,WH,,,WH,GAP,16,,,1,Incorrect,26,,
171,default,,9,3,3,WH,,,UG,GAP,40,,,0,Don't know,27,,
171,default,,10,2,2,WH,,,WH,GAP,15,,,1,Incorrect,28,,
171,default,,10,0,0,WH,,,FILL,GAP,27,,,0.97,Correct,29,,
171,default,,10,3,3,WH,,,UG,GAP,39,,,0,Don't know,30,,
171,default,,11,0,0,WH,,,FILL,GAP,26,,,0.97,Correct,31,,
171,default,,11,3,3,WH,,,UG,GAP,38,,,0,Don't know,32,,
171,default,,11,0,0,WH,,,WH,GAP,14,,,0.94,Correct,33,,
171,default,,12,3,3,WH,,,UG,GAP,37,,,0,Don't know,34,,
171,default,,12,0,0,WH,,,WH,GAP,13,,,1,Correct,35,,
171,default,,12,1,0,WH,,,FILL,GAP,25,,,1,Correct,36,,
114,default,b,practice,,,,,RP,,,practice_good,practice_good,0.99,,,0,0,
114,default,d,practice,,,,,RP,,,practice_good,practice_good,0,,,0,0,
114,default,,1,3,3,WH,,,UG,RP,48,,,0,Don't know,1,,
114,default,,1,1,0,WH,,,FILL,RP,36,,,0.77,Correct,2,,
114,default,,1,0,0,WH,,,WH,RP,24,,,0.43,Correct,3,,
114,default,,2,0,0,WH,,,FILL,RP,35,,,0.8,Correct,4,,
114,default,,2,0,0,WH,,,WH,RP,23,,,0.79,Correct,5,,
114,default,,2,3,3,WH,,,UG,RP,47,,,0,Don't know,6,,
114,default,,3,0,0,WH,,,WH,RP,22,,,0.61,Correct,7,,
114,default,,3,3,3,WH,,,UG,RP,46,,,0.01,Don't know,8,,
114,default,,3,2,0,WH,,,FILL,RP,34,,,0.81,Correct,9,,
114,default,,4,2,0,WH,,,WH,RP,21,,,0.57,Correct,10,,
114,default,,4,3,3,WH,,,UG,RP,45,,,0.04,Don't know,11,,
114,default,,4,1,0,WH,,,FILL,RP,33,,,0.81,Correct,12,,
114,default,,5,2,0,WH,,,FILL,RP,32,,,0.88,Correct,13,,
114,default,,5,3,3,WH,,,UG,RP,44,,,0,Don't know,14,,
114,default,,5,2,0,WH,,,WH,RP,20,,,0.42,Correct,15,,
114,default,,6,1,0,WH,,,FILL,RP,31,,,0.72,Correct,16,,
114,default,,6,2,0,WH,,,WH,RP,19,,,0.39,Correct,17,,
114,default,,6,3,3,WH,,,UG,RP,43,,,0.01,Don't know,18,,
114,default,,7,3,3,WH,,,UG,RP,42,,,0.02,Don't know,19,,
114,default,,7,2,0,WH,,,FILL,RP,30,,,0.64,Correct,20,,
114,default,,7,0,0,WH,,,WH,RP,18,,,0.1,Correct,21,,
114,default,,8,3,3,WH,,,UG,RP,41,,,0,Don't know,22,,
114,default,,8,1,0,WH,,,WH,RP,17,,,0.61,Correct,23,,
114,default,,8,2,0,WH,,,FILL,RP,29,,,0.74,Correct,24,,
114,default,,9,1,0,WH,,,FILL,RP,28,,,0.67,Correct,25,,
114,default,,9,0,0,WH,,,WH,RP,16,,,0.19,Correct,26,,
114,default,,9,3,3,WH,,,UG,RP,40,,,0,Don't know,27,,
114,default,,10,2,0,WH,,,FILL,RP,27,,,0.87,Correct,28,,
114,default,,10,3,3,WH,,,UG,RP,39,,,0.01,Don't know,29,,
114,default,,10,1,0,WH,,,WH,RP,15,,,0.07,Correct,30,,
114,default,,11,1,0,WH,,,FILL,RP,26,,,0.66,Correct,31,,
114,default,,11,2,0,WH,,,WH,RP,14,,,0.49,Correct,32,,
114,default,,11,3,3,WH,,,UG,RP,38,,,0.02,Don't know,33,,
114,default,,12,0,0,WH,,,UG,RP,37,,,0.13,Correct,34,,
114,default,,12,1,0,WH,,,FILL,RP,25,,,0.93,Correct,35,,
114,default,,12,1,0,WH,,,WH,RP,13,,,0.54,Correct,36,,
168,default,b,practice,,,,a,RP,,,practice_good,practice_good,0.83,,,0,1,
168,default,d,practice,,,,b,RP,,,practice_good,practice_good,0.01,,,0,3,
168,default,,1,3,3,WH,,,UG,RP,48,,,0,Don't know,1,,
168,default,,1,0,0,WH,,,FILL,RP,36,,,0.98,Correct,2,,
168,default,,1,3,3,WH,,,WH,RP,24,,,0,Don't know,3,,
168,default,,2,3,3,WH,,,UG,RP,47,,,0.01,Don't know,4,,
168,default,,2,3,3,WH,,,WH,RP,23,,,0.03,Don't know,5,,
168,default,,2,2,0,WH,,,FILL,RP,35,,,0.16,Correct,6,,
168,default,,3,3,3,WH,,,UG,RP,46,,,0.01,Don't know,7,,
168,default,,3,1,0,WH,,,WH,RP,22,,,0.12,Correct,8,,
168,default,,3,2,0,WH,,,FILL,RP,34,,,0.92,Correct,9,,
168,default,,4,2,0,WH,,,WH,RP,21,,,0.84,Correct,10,,
168,default,,4,3,3,WH,,,UG,RP,45,,,0.03,Don't know,11,,
168,default,,4,1,0,WH,,,FILL,RP,33,,,0.91,Correct,12,,
168,default,,5,1,0,WH,,,WH,RP,20,,,0.51,Correct,13,,
168,default,,5,0,0,WH,,,FILL,RP,32,,,0.95,Correct,14,,
168,default,,5,3,3,WH,,,UG,RP,44,,,0.02,Don't know,15,,
168,default,,6,2,0,WH,,,WH,RP,19,,,0.55,Correct,16,,
168,default,,6,2,0,WH,,,FILL,RP,31,,,0.91,Correct,17,,
168,default,,6,3,3,WH,,,UG,RP,43,,,0,Don't know,18,,
168,default,,7,3,3,WH,,,UG,RP,42,,,0.03,Don't know,19,,
168,default,,7,2,0,WH,,,FILL,RP,30,,,0.93,Correct,20,,
168,default,,7,0,0,WH,,,WH,RP,18,,,0.36,Correct,21,,
168,default,,8,2,0,WH,,,WH,RP,17,,,0.94,Correct,22,,
168,default,,8,3,3,WH,,,UG,RP,41,,,0.02,Don't know,23,,
168,default,,8,1,0,WH,,,FILL,RP,29,,,0.83,Correct,24,,
168,default,,9,3,3,WH,,,UG,RP,40,,,0,Don't know,25,,
168,default,,9,2,0,WH,,,WH,RP,16,,,0.87,Correct,26,,
168,default,,9,1,0,WH,,,FILL,RP,28,,,0.76,Correct,27,,
168,default,,10,1,0,WH,,,WH,RP,15,,,0.62,Correct,28,,
168,default,,10,2,0,WH,,,FILL,RP,27,,,0.93,Correct,29,,
168,default,,10,3,3,WH,,,UG,RP,39,,,0.02,Don't know,30,,
168,default,,11,1,0,WH,,,WH,RP,14,,,0.79,Correct,31,,
168,default,,11,1,0,WH,,,FILL,RP,26,,,0.91,Correct,32,,
168,default,,11,3,3,WH,,,UG,RP,38,,,0.02,Don't know,33,,
168,default,,12,0,0,WH,,,FILL,RP,25,,,0.93,Correct,34,,
168,default,,12,0,0,WH,,,WH,RP,13,,,0.84,Correct,35,,
168,default,,12,3,3,WH,,,UG,RP,37,,,0.01,Don't know,36,,
96,default,b,practice,,,,a,GAP,,,practice_good,practice_good,0.68,,,0,2,
96,default,d,practice,,,,a,GAP,,,practice_good,practice_good,0,,,0,2,
96,default,,1,2,1,CNPC,,,UG,GAP,48,,,0.11,Incorrect,1,,
96,default,,1,0,0,CNPC,,,FILL,GAP,36,,,0.54,Correct,2,,
96,default,,1,1,0,CNPC,,,CNPC,GAP,12,,,0.64,Correct,3,,
96,default,,2,0,1,CNPC,,,UG,GAP,47,,,0.69,Incorrect,4,,
96,default,,2,2,0,CNPC,,,CNPC,GAP,11,,,0.29,Correct,5,,
96,default,,2,0,0,CNPC,,,FILL,GAP,35,,,0.24,Correct,6,,
96,default,,3,1,0,CNPC,,,CNPC,GAP,10,,,0.93,Correct,7,,
96,default,,3,0,2,CNPC,,,UG,GAP,46,,,0,Incorrect,8,,
96,default,,3,2,0,CNPC,,,FILL,GAP,34,,,0.85,Correct,9,,
96,default,,4,1,0,CNPC,,,UG,GAP,45,,,0,Correct,10,,
96,default,,4,2,0,CNPC,,,FILL,GAP,33,,,0.91,Correct,11,,
96,default,,4,1,0,CNPC,,,CNPC,GAP,9,,,0.68,Correct,12,,
96,default,,5,2,1,CNPC,,,CNPC,GAP,8,,,0.61,Incorrect,13,,
96,default,,5,2,0,CNPC,,,UG,GAP,44,,,0.69,Correct,14,,
96,default,,5,1,0,CNPC,,,FILL,GAP,32,,,1,Correct,15,,
