workerid,proliferate.condition,answer_of_comprehension,attention_answer,attention_correctness,block_sequence,choosed_choice,comprehension_response,condition,context_attempts,context_response,first_response_value,item_context_condition,item_number,item_sentence_type,item_type,rating,rating_response,response_correctness,tested_context_condition,tested_sentence_type,trial_sequence_total,wrong_attempts,error
729,default,,2,Null,8,3,3,,,,,NC,121,UG,,,0,Don't know,NC,WH,22,,
729,default,,2,Null,8,1,0,,,,,NC,5,WH,,,0.99,Correct,NC,WH,23,,
729,default,,2,Null,8,1,0,,,,,NC,113,FILL,,,0.94,Correct,NC,WH,24,,
783,default,b,,,practice,,,NC,,,,,practice_good,,practice_good,1,,,,,0,0,
783,default,d,,,practice,,,NC,0,a,a,,practice_good,,practice_good,0.07,,,,,0,3,
783,default,,2,Null,1,2,0,,,,,NC,120,FILL,,,0.93,Correct,NC,WH,1,,
783,default,,2,Null,1,3,3,,,,,NC,128,UG,,,0.03,Don't know,NC,WH,2,,
783,default,,0,correct,1,3,3,,,,,NC,12,WH,,,0.2,Don't know,NC,WH,3,,
783,default,,1,correct,2,2,0,,,,,NC,119,FILL,,,0.96,Correct,NC,WH,4,,
783,default,,2,Null,2,0,0,,,,,NC,127,UG,,,0.05,Correct,NC,WH,5,,
783,default,,2,Null,2,2,2,,,,,NC,11,WH,,,0.46,Incorrect,NC,WH,6,,
783,default,,0,correct,3,2,0,,,,,NC,118,FILL,,,0.88,Correct,NC,WH,7,,
783,default,,1,correct,3,3,3,,,,,NC,126,UG,,,0.22,Don't know,NC,WH,8,,
783,default,,2,Null,3,2,0,,,,,NC,10,WH,,,0.35,Correct,NC,WH,9,,
783,default,,0,correct,4,0,0,,,,,NC,9,WH,,,0.9,Correct,NC,WH,10,,
783,default,,2,Null,4,1,0,,,,,NC,117,FILL,,,0.92,Correct,NC,WH,11,,
783,default,,2,Null,4,2,0,,,,,NC,125,UG,,,0.43,Correct,NC,WH,12,,
783,default,,2,Null,5,2,0,,,,,NC,116,FILL,,,0.85,Correct,NC,WH,13,,
783,default,,2,Null,5,3,3,,,,,NC,124,UG,,,0.08,Don't know,NC,WH,14,,
783,default,,2,Null,5,3,3,,,,,NC,8,WH,,,0.35,Don't know,NC,WH,15,,
783,default,,2,Null,6,0,0,,,,,NC,123,UG,,,0.22,Correct,NC,WH,16,,
783,default,,2,Null,6,0,0,,,,,NC,115,FILL,,,0.94,Correct,NC,WH,17,,
783,default,,2,Null,6,1,1,,,,,NC,7,WH,,,0.89,Incorrect,NC,WH,18,,
783,default,,2,Null,7,0,1,,,,,NC,6,WH,,,1,Incorrect,NC,WH,19,,
783,default,,1,correct,7,1,0,,,,,NC,122,UG,,,0.11,Correct,NC,WH,20,,
783,default,,2,Null,7,2,0,,,,,NC,114,FILL,,,0.89,Correct,NC,WH,21,,
783,default,,2,Null,8,0,0,,,,,NC,121,UG,,,0.23,Correct,NC,WH,22,,
783,default,,2,Null,8,1,0,,,,,NC,5,WH,,,0.94,Correct,NC,WH,23,,
783,default,,2,Null,8,1,0,,,,,NC,113,FILL,,,0.9,Correct,NC,WH,24,,
1025,default,b,,,practice,,,SC,,,,,practice_good,,practice_good,1,,,,,0,0,
1025,default,d,,,practice,,,SC,0,a,b,,practice_good,,practice_good,0.16,,,,,0,2,
1025,default,,2,Null,1,2,0,,,,,SC,120,FILL,,,0.99,Correct,SC,CNPC,1,,
1025,default,,2,Null,1,3,3,,,,,SC,128,UG,,,0,Don't know,SC,CNPC,2,,
1025,default,,2,Null,1,3,3,,,,,SC,12,CNPC,,,0.98,Don't know,SC,CNPC,3,,
1025,default,,2,Null,2,3,3,,,,,SC,127,UG,,,0.01,Don't know,SC,CNPC,4,,
1025,default,,2,Null,2,3,3,,,,,SC,11,CNPC,,,0.06,Don't know,SC,CNPC,5,,
1025,default,,2,Null,2,1,0,,,,,SC,119,FILL,,,0.95,Correct,SC,CNPC,6,,
1025,default,,2,Null,3,3,3,,,,,SC,10,CNPC,,,0.93,Don't know,SC,CNPC,7,,
1025,default,,2,Null,3,0,0,,,,,SC,118,FILL,,,0.98,Correct,SC,CNPC,8,,
1025,default,,2,Null,3,3,3,,,,,SC,126,UG,,,0,Don't know,SC,CNPC,9,,
1025,default,,0,correct,4,0,0,,,,,SC,9,CNPC,,,0.92,Correct,SC,CNPC,10,,
1025,default,,2,Null,4,2,0,,,,,SC,117,FILL,,,0.98,Correct,SC,CNPC,11,,
1025,default,,2,Null,4,3,3,,,,,SC,125,UG,,,0,Don't know,SC,CNPC,12,,
1025,default,,0,correct,5,3,3,,,,,SC,124,UG,,,0.01,Don't know,SC,CNPC,13,,
1025,default,,1,correct,5,2,0,,,,,SC,116,FILL,,,0.97,Correct,SC,CNPC,14,,
1025,default,,2,Null,5,0,1,,,,,SC,8,CNPC,,,0.89,Incorrect,SC,CNPC,15,,
1025,default,,0,correct,6,2,0,,,,,SC,123,UG,,,0,Correct,SC,CNPC,16,,
1025,default,,1,correct,6,0,0,,,,,SC,7,CNPC,,,0.93,Correct,SC,CNPC,17,,
1025,default,,0,correct,6,1,0,,,,,SC,115,FILL,,,1,Correct,SC,CNPC,18,,
1025,default,,2,Null,7,3,3,,,,,SC,6,CNPC,,,0.93,Don't know,SC,CNPC,19,,
1025,default,,2,Null,7,0,0,,,,,SC,122,UG,,,0.92,Correct,SC,CNPC,20,,
1025,default,,2,Null,7,2,0,,,,,SC,114,FILL,,,1,Correct,SC,CNPC,21,,
1025,default,,2,Null,8,2,0,,,,,SC,113,FILL,,,0.97,Correct,SC,CNPC,22,,
1025,default,,2,Null,8,3,3,,,,,SC,121,UG,,,0.01,Don't know,SC,CNPC,23,,
1025,default,,2,Null,8,1,0,,,,,SC,5,CNPC,,,0.81,Correct,SC,CNPC,24,,
813,default,b,,,practice,,,NC,,,a,,practice_good,,practice_good,1,,,,,0,1,
813,default,d,,,practice,,,NC,0,a,b,,practice_good,,practice_good,0,,,,,0,2,
813,default,,2,Null,1,3,3,,,,,NC,128,UG,,,0,Don't know,NC,WH,1,,
813,default,,0,correct,1,3,3,,,,,NC,12,WH,,,0.17,Don't know,NC,WH,2,,
813,default,,0,correct,1,1,0,,,,,NC,120,FILL,,,1,Correct,NC,WH,3,,
813,default,,2,Null,2,0,0,,,,,NC,119,FILL,,,0.73,Correct,NC,WH,4,,
813,default,,2,Null,2,3,3,,,,,NC,127,UG,,,0,Don't know,NC,WH,5,,
813,default,,2,Null,2,1,0,,,,,NC,11,WH,,,0.96,Correct,NC,WH,6,,
813,default,,1,correct,3,3,3,,,,,NC,126,UG,,,0,Don't know,NC,WH,7,,
813,default,,2,Null,3,1,0,,,,,NC,118,FILL,,,1,Correct,NC,WH,8,,
813,default,,0,correct,3,1,1,,,,,NC,10,WH,,,1,Incorrect,NC,WH,9,,
813,default,,2,Null,4,0,0,,,,,NC,9,WH,,,1,Correct,NC,WH,10,,
813,default,,2,Null,4,3,3,,,,,NC,125,UG,,,0,Don't know,NC,WH,11,,
813,default,,2,Null,4,0,0,,,,,NC,117,FILL,,,0.99,Correct,NC,WH,12,,
813,default,,2,Null,5,0,1,,,,,NC,8,WH,,,0.9,Incorrect,NC,WH,13,,
813,default,,2,Null,5,1,0,,,,,NC,116,FILL,,,0.96,Correct,NC,WH,14,,
813,default,,0,correct,5,3,3,,,,,NC,124,UG,,,0,Don't know,NC,WH,15,,
813,default,,2,Null,6,2,1,,,,,NC,7,WH,,,1,Incorrect,NC,WH,16,,
813,default,,2,Null,6,2,0,,,,,NC,115,FILL,,,0.79,Correct,NC,WH,17,,
813,default,,2,Null,6,3,3,,,,,NC,123,UG,,,0.11,Don't know,NC,WH,18,,
813,default,,1,correct,7,3,3,,,,,NC,122,UG,,,0,Don't know,NC,WH,19,,
813,default,,2,Null,7,3,3,,,,,NC,6,WH,,,0.84,Don't know,NC,WH,20,,
813,default,,2,Null,7,2,0,,,,,NC,114,FILL,,,0.93,Correct,NC,WH,21,,
813,default,,2,Null,8,1,0,,,,,NC,113,FILL,,,0.92,Correct,NC,WH,22,,
813,default,,2,Null,8,2,0,,,,,NC,5,WH,,,0.94,Correct,NC,WH,23,,
813,default,,2,Null,8,3,3,,,,,NC,121,UG,,,0,Don't know,NC,WH,24,,
982,default,b,,,practice,,,NC,,,,,practice_good,,practice_good,0.99,,,,,0,0,
982,default,d,,,practice,,,NC,0,a,,,practice_good,,practice_good,0.02,,,,,0,0,
982,default,,0,correct,1,3,3,,,,,NC,128,UG,,,0.01,Don't know,NC,CNPC,1,,
982,default,,0,correct,1,1,1,,,,,NC,12,CNPC,,,0.14,Incorrect,NC,CNPC,2,,
982,default,,2,Null,1,0,0,,,,,NC,120,FILL,,,0.99,Correct,NC,CNPC,3,,
982,default,,2,Null,2,3,3,,,,,NC,127,UG,,,0.01,Don't know,NC,CNPC,4,,
982,default,,2,Null,2,0,0,,,,,NC,119,FILL,,,0.98,Correct,NC,CNPC,5,,
982,default,,2,Null,2,0,0,,,,,NC,11,CNPC,,,0.48,Correct,NC,CNPC,6,,
982,default,,0,correct,3,0,0,,,,,NC,118,FILL,,,0.98,Correct,NC,CNPC,7,,
982,default,,1,correct,3,3,3,,,,,NC,126,UG,,,0.03,Don't know,NC,CNPC,8,,
982,default,,2,Null,3,0,0,,,,,NC,10,CNPC,,,0.42,Correct,NC,CNPC,9,,
982,default,,2,Null,4,2,0,,,,,NC,9,CNPC,,,0.45,Correct,NC,CNPC,10,,
982,default,,2,Null,4,2,0,,,,,NC,117,FILL,,,0.9,Correct,NC,CNPC,11,,
982,default,,0,correct,4,0,0,,,,,NC,125,UG,,,0.02,Correct,NC,CNPC,12,,
982,default,,2,Null,5,3,3,,,,,NC,124,UG,,,0.01,Don't know,NC,CNPC,13,,
982,default,,2,Null,5,1,0,,,,,NC,8,CNPC,,,0.45,Correct,NC,CNPC,14,,
982,default,,2,Null,5,2,0,,,,,NC,116,FILL,,,0.58,Correct,NC,CNPC,15,,
982,default,,2,Null,6,2,0,,,,,NC,7,CNPC,,,0.46,Correct,NC,CNPC,16,,
982,default,,2,Null,6,3,3,,,,,NC,123,UG,,,0.02,Don't know,NC,CNPC,17,,
982,default,,2,Null,6,0,0,,,,,NC,115,FILL,,,0.89,Correct,NC,CNPC,18,,
982,default,,2,Null,7,0,0,,,,,NC,114,FILL,,,1,Correct,NC,CNPC,19,,
982,default,,2,Null,7,3,3,,,,,NC,6,CNPC,,,0.46,Don't know,NC,CNPC,20,,
982,default,,1,correct,7,0,0,,,,,NC,122,UG,,,0.02,Correct,NC,CNPC,21,,
982,default,,2,Null,8,2,0,,,,,NC,5,CNPC,,,0.31,Correct,NC,CNPC,22,,
982,default,,2,Null,8,2,0,,,,,NC,113,FILL,,,0.99,Correct,NC,CNPC,23,,
982,default,,2,Null,8,0,0,,,,,NC,121,UG,,,0.02,Correct,NC,CNPC,24,,
998,default,b,,,practice,,,NC,,,,,practice_good,,practice_good,0.97,,,,,0,0,
998,default,d,,,practice,,,NC,0,a,c,,practice_good,,practice_good,0.09,,,,,0,4,
998,default,,2,Null,1,3,3,,,,,NC,128,UG,,,0.04,Don't know,NC,CNPC,1,,
998,default,,2,Null,1,2,0,,,,,NC,120,FILL,,,0.99,Correct,NC,CNPC,2,,
998,default,,2,Null,1,1,1,,,,,NC,12,CNPC,,,0.13,Incorrect,NC,CNPC,3,,
998,default,,2,Null,2,1,2,,,,,NC,11,CNPC,,,0.76,Incorrect,NC,CNPC,4,,
998,default,,0,correct,2,3,3,,,,,NC,127,UG,,,0.03,Don't know,NC,CNPC,5,,
998,default,,2,Null,2,1,0,,,,,NC,119,FILL,,,0.75,Correct,NC,CNPC,6,,
998,default,,2,Null,3,1,0,,,,,NC,10,CNPC,,,0.5,Correct,NC,CNPC,7,,
998,default,,2,Null,3,1,0,,,,,NC,118,FILL,,,0.98,Correct,NC,CNPC,8,,
998,default,,2,Null,3,3,3,,,,,NC,126,UG,,,0.03,Don't know,NC,CNPC,9,,
998,default,,1,correct,4,1,0,,,,,NC,117,FILL,,,0.97,Correct,NC,CNPC,10,,
998,default,,0,correct,4,3,3,,,,,NC,9,CNPC,,,0.26,Don't know,NC,CNPC,11,,
998,default,,0,correct,4,3,3,,,,,NC,125,UG,,,0.04,Don't know,NC,CNPC,12,,
998,default,,1,correct,5,0,0,,,,,NC,116,FILL,,,0.43,Correct,NC,CNPC,13,,
998,default,,2,Null,5,2,1,,,,,NC,8,CNPC,,,0.44,Incorrect,NC,CNPC,14,,
998,default,,2,Null,5,3,3,,,,,NC,124,UG,,,0.06,Don't know,NC,CNPC,15,,
998,default,,2,Null,6,0,0,,,,,NC,7,CNPC,,,0.25,Correct,NC,CNPC,16,,
998,default,,2,Null,6,3,3,,,,,NC,123,UG,,,0,Don't know,NC,CNPC,17,,
998,default,,2,Null,6,2,0,,,,,NC,115,FILL,,,0.98,Correct,NC,CNPC,18,,
998,default,,2,Null,7,3,3,,,,,NC,122,UG,,,0.02,Don't know,NC,CNPC,19,,
998,default,,2,Null,7,1,0,,,,,NC,114,FILL,,,0.88,Correct,NC,CNPC,20,,
998,default,,0,incorrect,7,2,0,,,,,NC,6,CNPC,,,0.74,Correct,NC,CNPC,21,,
998,default,,2,Null,8,3,3,,,,,NC,121,UG,,,0.06,Don't know,NC,CNPC,22,,
998,default,,2,Null,8,1,0,,,,,NC,113,FILL,,,0.99,Correct,NC,CNPC,23,,
998,default,,2,Null,8,1,0,,,,,NC,5,CNPC,,,0.26,Correct,NC,CNPC,24,,
856,default,b,,,practice,,,SC,,,,,practice_good,,practice_good,0.99,,,,,0,0,
856,default,d,,,practice,,,SC,0,a,,,practice_good,,practice_good,0,,,,,0,0,
856,default,,2,Null,1,1,0,,,,,SC,120,FILL,,,0.95,Correct,SC,WH,1,,
856,default,,2,Null,1,2,0,,,,,SC,128,UG,,,0.08,Correct,SC,WH,2,,
856,default,,2,Null,1,0,1,,,,,SC,12,WH,,,0.76,Incorrect,SC,WH,3,,
856,default,,2,Null,2,1,0,,,,,SC,11,WH,,,0.84,Correct,SC,WH,4,,
856,default,,2,Null,2,1,0,,,,,SC,119,FILL,,,0.99,Correct,SC,WH,5,,
856,default,,2,Null,2,1,0,,,,,SC,127,UG,,,0.02,Correct,SC,WH,6,,
856,default,,2,Null,3,2,0,,,,,SC,118,FILL,,,0.98,Correct,SC,WH,7,,
856,default,,2,Null,3,1,0,,,,,SC,10,WH,,,0.85,Correct,SC,WH,8,,
856,default,,2,Null,3,2,0,,,,,SC,126,UG,,,0.11,Correct,SC,WH,9,,
856,default,,2,Null,4,3,3,,,,,SC,125,UG,,,0.02,Don't know,SC,WH,10,,
856,default,,2,Null,4,0,0,,,,,SC,117,FILL,,,0.95,Correct,SC,WH,11,,
856,default,,2,Null,4,1,0,,,,,SC,9,WH,,,0.94,Correct,SC,WH,12,,
856,default,,2,Null,5,3,3,,,,,SC,124,UG,,,0.01,Don't know,SC,WH,13,,
856,default,,2,Null,5,2,0,,,,,SC,116,FILL,,,0.71,Correct,SC,WH,14,,
856,default,,2,Null,5,2,0,,,,,SC,8,WH,,,0.95,Correct,SC,WH,15,,
856,default,,0,correct,6,3,3,,,,,SC,123,UG,,,0,Don't know,SC,WH,16,,
856,default,,0,correct,6,2,0,,,,,SC,115,FILL,,,0.99,Correct,SC,WH,17,,
856,default,,1,correct,6,2,0,,,,,SC,7,WH,,,0.88,Correct,SC,WH,18,,
856,default,,1,correct,7,2,0,,,,,SC,6,WH,,,0.94,Correct,SC,WH,19,,
856,default,,1,correct,7,2,0,,,,,SC,114,FILL,,,0.95,Correct,SC,WH,20,,
856,default,,2,Null,7,3,3,,,,,SC,122,UG,,,0.03,Don't know,SC,WH,21,,
856,default,,0,correct,8,1,0,,,,,SC,113,FILL,,,0.92,Correct,SC,WH,22,,
856,default,,2,Null,8,0,0,,,,,SC,5,WH,,,1,Correct,SC,WH,23,,
856,default,,2,Null,8,3,3,,,,,SC,121,UG,,,0.06,Don't know,SC,WH,24,,
573,default,b,,,practice,,,NC,,,a,,practice_good,,practice_good,0.83,,,,,0,1,
573,default,d,,,practice,,,NC,0,a,c,,practice_good,,practice_good,0.05,,,,,0,4,
573,default,,0,correct,1,2,0,,,,,NC,120,FILL,,,0.78,Correct,NC,WH,1,,
573,default,,2,Null,1,1,0,,,,,NC,128,UG,,,0.09,Correct,NC,WH,2,,
573,default,,2,Null,1,0,1,,,,,NC,12,WH,,,0.58,Incorrect,NC,WH,3,,
573,default,,2,Null,2,2,0,,,,,NC,119,FILL,,,0.82,Correct,NC,WH,4,,
573,default,,2,Null,2,3,3,,,,,NC,11,WH,,,0.18,Don't know,NC,WH,5,,
573,default,,2,Null,2,3,3,,,,,NC,127,UG,,,0,Don't know,NC,WH,6,,
573,default,,2,Null,3,0,1,,,,,NC,126,UG,,,0.14,Incorrect,NC,WH,7,,
573,default,,2,Null,3,0,0,,,,,NC,118,FILL,,,0.87,Correct,NC,WH,8,,
573,default,,0,correct,3,0,0,,,,,NC,10,WH,,,0.73,Correct,NC,WH,9,,
573,default,,2,Null,4,0,0,,,,,NC,9,WH,,,0.73,Correct,NC,WH,10,,
573,default,,0,correct,4,3,3,,,,,NC,125,UG,,,0.05,Don't know,NC,WH,11,,
573,default,,1,correct,4,1,0,,,,,NC,117,FILL,,,0.54,Correct,NC,WH,12,,
573,default,,2,Null,5,0,2,,,,,NC,8,WH,,,0.89,Incorrect,NC,WH,13,,
573,default,,2,Null,5,3,3,,,,,NC,124,UG,,,0,Don't know,NC,WH,14,,
573,default,,1,correct,5,2,0,,,,,NC,116,FILL,,,0.86,Correct,NC,WH,15,,
573,default,,2,Null,6,2,0,,,,,NC,123,UG,,,0.06,Correct,NC,WH,16,,
573,default,,2,Null,6,1,0,,,,,NC,7,WH,,,0.52,Correct,NC,WH,17,,
573,default,,2,Null,6,2,0,,,,,NC,115,FILL,,,0.88,Correct,NC,WH,18,,
573,default,,2,Null,7,2,0,,,,,NC,122,UG,,,0.02,Correct,NC,WH,19,,
573,default,,2,Null,7,3,3,,,,,NC,6,WH,,,0.89,Don't know,NC,WH,20,,
573,default,,2,Null,7,1,0,,,,,NC,114,FILL,,,0.57,Correct,NC,WH,21,,
573,default,,2,Null,8,2,0,,,,,NC,5,WH,,,0.63,Correct,NC,WH,22,,
573,default,,2,Null,8,3,3,,,,,NC,121,UG,,,0.2,Don't know,NC,WH,23,,
573,default,,0,correct,8,1,0,,,,,NC,113,FILL,,,0.81,Correct,NC,WH,24,,
1085,default,b,,,practice,,,SC,,,,,practice_good,,practice_good,0.86,,,,,0,0,
1085,default,d,,,practice,,,SC,0,a,c,,practice_good,,practice_good,0,,,,,0,3,
1085,default,,0,correct,1,3,3,,,,,SC,12,CNPC,,,0.06,Don't know,SC,CNPC,1,,
1085,default,,2,Null,1,3,3,,,,,SC,128,UG,,,0,Don't know,SC,CNPC,2,,
1085,default,,2,Null,1,1,0,,,,,SC,120,FILL,,,1,Correct,SC,CNPC,3,,
1085,default,,2,Null,2,3,3,,,,,SC,127,UG,,,0,Don't know,SC,CNPC,4,,
1085,default,,2,Null,2,2,0,,,,,SC,119,FILL,,,0.88,Correct,SC,CNPC,5,,
1085,default,,2,Null,2,0,0,,,,,SC,11,CNPC,,,0.63,Correct,SC,CNPC,6,,
1085,default,,2,Null,3,2,0,,,,,SC,126,UG,,,0.17,Correct,SC,CNPC,7,,
1085,default,,2,Null,3,2,0,,,,,SC,118,FILL,,,1,Correct,SC,CNPC,8,,
1085,default,,2,Null,3,0,0,,,,,SC,10,CNPC,,,0.78,Correct,SC,CNPC,9,,
1085,default,,1,correct,4,2,0,,,,,SC,117,FILL,,,0.86,Correct,SC,CNPC,10,,
1085,default,,2,Null,4,1,0,,,,,SC,125,UG,,,0,Correct,SC,CNPC,11,,
1085,default,,2,Null,4,1,0,,,,,SC,9,CNPC,,,0.72,Correct,SC,CNPC,12,,
1085,default,,0,correct,5,3,3,,,,,SC,124,UG,,,0,Don't know,SC,CNPC,13,,
1085,default,,2,Null,5,2,0,,,,,SC,116,FILL,,,0.77,Correct,SC,CNPC,14,,
1085,default,,2,Null,5,0,0,,,,,SC,8,CNPC,,,0.42,Correct,SC,CNPC,15,,
1085,default,,1,correct,6,0,0,,,,,SC,7,CNPC,,,0.28,Correct,SC,CNPC,16,,
1085,default,,0,correct,6,2,0,,,,,SC,115,FILL,,,0.9,Correct,SC,CNPC,17,,
1085,default,,0,correct,6,3,3,,,,,SC,123,UG,,,0,Don't know,SC,CNPC,18,,
1085,default,,2,Null,7,3,3,,,,,SC,6,CNPC,,,0.6,Don't know,SC,CNPC,19,,
1085,default,,2,Null,7,0,0,,,,,SC,114,FILL,,,1,Correct,SC,CNPC,20,,
1085,default,,2,Null,7,1,0,,,,,SC,122,UG,,,0,Correct,SC,CNPC,21,,
1085,default,,2,Null,8,3,3,,,,,SC,121,UG,,,0,Don't know,SC,CNPC,22,,
1085,default,,2,Null,8,0,0,,,,,SC,5,CNPC,,,0.56,Correct,SC,CNPC,23,,
1085,default,,2,Null,8,1,0,,,,,SC,113,FILL,,,0.8,Correct,SC,CNPC,24,,
745,default,b,,,practice,,,SC,,,,,practice_good,,practice_good,0.95,,,,,0,0,
745,default,d,,,practice,,,SC,0,a,,,practice_good,,practice_good,0.01,,,,,0,0,
745,default,,0,correct,1,1,0,,,,,SC,120,FILL,,,0.97,Correct,SC,CNPC,1,,
745,default,,2,Null,1,2,0,,,,,SC,128,UG,,,0.97,Correct,SC,CNPC,2,,
745,default,,2,Null,1,0,1,,,,,SC,12,CNPC,,,0.56,Incorrect,SC,CNPC,3,,
745,default,,1,correct,2,2,0,,,,,SC,119,FILL,,,0.95,Correct,SC,CNPC,4,,
745,default,,2,Null,2,3,3,,,,,SC,127,UG,,,0.01,Don't know,SC,CNPC,5,,
745,default,,2,Null,2,2,2,,,,,SC,11,CNPC,,,0.97,Incorrect,SC,CNPC,6,,
745,default,,2,Null,3,3,3,,,,,SC,126,UG,,,0.03,Don't know,SC,CNPC,7,,
745,default,,2,Null,3,1,0,,,,,SC,118,FILL,,,0.92,Correct,SC,CNPC,8,,
745,default,,2,Null,3,2,1,,,,,SC,10,CNPC,,,0.97,Incorrect,SC,CNPC,9,,
745,default,,2,Null,4,1,0,,,,,SC,117,FILL,,,0.97,Correct,SC,CNPC,10,,
745,default,,2,Null,4,0,0,,,,,SC,9,CNPC,,,0.98,Correct,SC,CNPC,11,,
745,default,,2,Null,4,0,1,,,,,SC,125,UG,,,0,Incorrect,SC,CNPC,12,,
745,default,,2,Null,5,3,3,,,,,SC,124,UG,,,0,Don't know,SC,CNPC,13,,
745,default,,2,Null,5,2,0,,,,,SC,116,FILL,,,0.97,Correct,SC,CNPC,14,,
745,default,,2,Null,5,1,1,,,,,SC,8,CNPC,,,0.98,Incorrect,SC,CNPC,15,,
745,default,,2,Null,6,3,3,,,,,SC,123,UG,,,0.03,Don't know,SC,CNPC,16,,
745,default,,2,Null,6,0,2,,,,,SC,7,CNPC,,,0.99,Incorrect,SC,CNPC,17,,
745,default,,0,correct,6,0,0,,,,,SC,115,FILL,,,0.97,Correct,SC,CNPC,18,,
745,default,,1,correct,7,3,3,,,,,SC,122,UG,,,0,Don't know,SC,CNPC,19,,
745,default,,1,correct,7,0,0,,,,,SC,114,FILL,,,0.97,Correct,SC,CNPC,20,,
745,default,,2,Null,7,2,0,,,,,SC,6,CNPC,,,0.97,Correct,SC,CNPC,21,,
745,default,,2,Null,8,3,3,,,,,SC,121,UG,,,0.03,Don't know,SC,CNPC,22,,
745,default,,0,correct,8,0,0,,,,,SC,5,CNPC,,,0.69,Correct,SC,CNPC,23,,
745,default,,2,Null,8,2,0,,,,,SC,113,FILL,,,0.98,Correct,SC,CNPC,24,,
833,default,b,,,practice,,,NC,,,,,practice_good,,practice_good,0.89,,,,,0,0,
833,default,d,,,practice,,,NC,0,a,a,,practice_good,,practice_good,0.08,,,,,0,5,
833,default,,2,Null,1,0,0,,,,,NC,12,WH,,,0.49,Correct,NC,WH,1,,
833,default,,0,correct,1,2,0,,,,,NC,128,UG,,,0.06,Correct,NC,WH,2,,
833,default,,2,Null,1,2,0,,,,,NC,120,FILL,,,0.85,Correct,NC,WH,3,,
833,default,,2,Null,2,1,2,,,,,NC,11,WH,,,0.02,Incorrect,NC,WH,4,,
833,default,,0,correct,2,1,0,,,,,NC,127,UG,,,0.13,Correct,NC,WH,5,,
833,default,,1,correct,2,1,0,,,,,NC,119,FILL,,,0.89,Correct,NC,WH,6,,
833,default,,0,correct,3,1,0,,,,,NC,118,FILL,,,0.78,Correct,NC,WH,7,,
833,default,,2,Null,3,1,2,,,,,NC,10,WH,,,0.81,Incorrect,NC,WH,8,,
833,default,,2,Null,3,3,3,,,,,NC,126,UG,,,0.14,Don't know,NC,WH,9,,
833,default,,2,Null,4,3,3,,,,,NC,9,WH,,,0.02,Don't know,NC,WH,10,,
833,default,,2,Null,4,3,3,,,,,NC,125,UG,,,0.01,Don't know,NC,WH,11,,
833,default,,2,Null,4,1,0,,,,,NC,117,FILL,,,0.9,Correct,NC,WH,12,,
833,default,,2,Null,5,0,0,,,,,NC,116,FILL,,,0.89,Correct,NC,WH,13,,
833,default,,2,Null,5,0,2,,,,,NC,124,UG,,,0.08,Incorrect,NC,WH,14,,
833,default,,2,Null,5,2,1,,,,,NC,8,WH,,,0.91,Incorrect,NC,WH,15,,
833,default,,0,correct,6,1,2,,,,,NC,123,UG,,,0.05,Incorrect,NC,WH,16,,
833,default,,2,Null,6,2,0,,,,,NC,115,FILL,,,0.88,Correct,NC,WH,17,,
833,default,,2,Null,6,3,3,,,,,NC,7,WH,,,0.83,Don't know,NC,WH,18,,
833,default,,2,Null,7,2,0,,,,,NC,6,WH,,,0.82,Correct,NC,WH,19,,
833,default,,2,Null,7,2,0,,,,,NC,122,UG,,,0.05,Correct,NC,WH,20,,
833,default,,1,correct,7,0,0,,,,,NC,114,FILL,,,0.93,Correct,NC,WH,21,,
833,default,,2,Null,8,1,0,,,,,NC,121,UG,,,0.08,Correct,NC,WH,22,,
833,default,,2,Null,8,1,0,,,,,NC,113,FILL,,,0.87,Correct,NC,WH,23,,
833,default,,2,Null,8,0,2,,,,,NC,5,WH,,,0.03,Incorrect,NC,WH,24,,
975,default,b,,,practice,,,NC,,,,,practice_good,,practice_good,1,,,,,0,0,
975,default,d,,,practice,,,NC,0,a,c,,practice_good,,practice_good,0,,,,,0,3,
975,default,,2,Null,1,0,1,,,,,NC,12,CNPC,,,0.28,Incorrect,NC,CNPC,1,,
975,default,,0,correct,1,3,3,,,,,NC,128,UG,,,0,Don't know,NC,CNPC,2,,
975,default,,2,Null,1,1,0,,,,,NC,120,FILL,,,1,Correct,NC,CNPC,3,,
975,default,,2,Null,2,1,2,,,,,NC,11,CNPC,,,0.45,Incorrect,NC,CNPC,4,,
975,default,,1,correct,2,0,0,,,,,NC,119,FILL,,,0.94,Correct,NC,CNPC,5,,
975,default,,2,Null,2,3,3,,,,,NC,127,UG,,,0,Don't know,NC,CNPC,6,,
975,default,,2,Null,3,3,3,,,,,NC,10,CNPC,,,0.31,Don't know,NC,CNPC,7,,
975,default,,2,Null,3,1,0,,,,,NC,118,FILL,,,0.84,Correct,NC,CNPC,8,,
975,default,,1,correct,3,3,3,,,,,NC,126,UG,,,0,Don't know,NC,CNPC,9,,
975,default,,2,Null,4,1,2,,,,,NC,9,CNPC,,,0.18,Incorrect,NC,CNPC,10,,
975,default,,2,Null,4,3,3,,,,,NC,125,UG,,,0,Don't know,NC,CNPC,11,,
975,default,,2,Null,4,2,0,,,,,NC,117,FILL,,,0.76,Correct,NC,CNPC,12,,
975,default,,2,Null,5,0,2,,,,,NC,8,CNPC,,,0.33,Incorrect,NC,CNPC,13,,
